name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,genre,related_artists
Time,I Should Coco,Supergrass,1995-05-15,190506,0,0.00807,0.592,0.549,0.516,0.101,-8.403,0.0285,137.981,3,alternative rock,"['The Charlatans', 'Ash', 'Kula Shaker', 'Ocean Colour Scene', 'The Bluetones']"
Sofa Of My Lethargy,I Should Coco,Supergrass,1995-05-15,378600,0,0.00216,0.18,0.66,0.175,0.31,-8.14,0.0366,169.836,4,alternative rock,"['The Charlatans', 'Ash', 'Kula Shaker', 'Ocean Colour Scene', 'The Bluetones']"
Time To Go,I Should Coco,Supergrass,1995-05-15,116533,0,0.436,0.684,0.321,0.000143,0.115,-14.424,0.0302,110.637,4,alternative rock,"['The Charlatans', 'Ash', 'Kula Shaker', 'Ocean Colour Scene', 'The Bluetones']"
Planet Telex,The Bends,Radiohead,1995-03-28,259200,0,0.0206,0.429,0.88,0.698,0.607,-8.013,0.109,148.965,3,unknown,"['Thom Yorke', 'Pixies', 'Blur', 'The Smiths', 'The Cure']"
The Bends,The Bends,Radiohead,1995-03-28,246200,0,0.0117,0.288,0.757,0.14,0.363,-8.065,0.0652,89.694,4,unknown,"['Thom Yorke', 'Pixies', 'Blur', 'The Smiths', 'The Cure']"
High And Dry,The Bends,Radiohead,1995-03-28,257480,0,0.0718,0.418,0.383,0.0177,0.0896,-11.782,0.0257,87.773,4,unknown,"['Thom Yorke', 'Pixies', 'Blur', 'The Smiths', 'The Cure']"
Fake Plastic Trees,The Bends,Radiohead,1995-03-28,290706,0,0.167,0.454,0.229,0.102,0.202,-12.592,0.0297,73.552,4,unknown,"['Thom Yorke', 'Pixies', 'Blur', 'The Smiths', 'The Cure']"
Bones,The Bends,Radiohead,1995-03-28,189000,0,0.00154,0.358,0.705,0.606,0.168,-8.284,0.0517,101.429,4,unknown,"['Thom Yorke', 'Pixies', 'Blur', 'The Smiths', 'The Cure']"
(Nice Dream),The Bends,Radiohead,1995-03-28,233226,0,0.161,0.262,0.567,0.263,0.225,-11.075,0.0344,172.857,3,unknown,"['Thom Yorke', 'Pixies', 'Blur', 'The Smiths', 'The Cure']"
Just,The Bends,Radiohead,1995-03-28,234800,0,0.000401,0.291,0.767,0.0119,0.0763,-6.913,0.0862,175.699,4,unknown,"['Thom Yorke', 'Pixies', 'Blur', 'The Smiths', 'The Cure']"
My Iron Lung,The Bends,Radiohead,1995-03-28,276426,0,0.056,0.242,0.859,0.116,0.38,-8.4,0.0663,96.929,4,unknown,"['Thom Yorke', 'Pixies', 'Blur', 'The Smiths', 'The Cure']"
Bullet Proof ... I Wish I Was,The Bends,Radiohead,1995-03-28,208733,0,0.78,0.448,0.359,0.671,0.0753,-13.559,0.0288,80.912,4,unknown,"['Thom Yorke', 'Pixies', 'Blur', 'The Smiths', 'The Cure']"
Black Star,The Bends,Radiohead,1995-03-28,247040,0,0.00312,0.288,0.555,0.0513,0.27,-7.431,0.0401,158.699,4,unknown,"['Thom Yorke', 'Pixies', 'Blur', 'The Smiths', 'The Cure']"
Sulk,The Bends,Radiohead,1995-03-28,222960,0,0.00397,0.167,0.636,0.228,0.106,-7.4,0.0382,97.293,3,unknown,"['Thom Yorke', 'Pixies', 'Blur', 'The Smiths', 'The Cure']"
Street Spirit (Fade Out),The Bends,Radiohead,1995-03-28,253853,0,0.314,0.488,0.453,0.691,0.179,-11.562,0.0304,138.077,4,unknown,"['Thom Yorke', 'Pixies', 'Blur', 'The Smiths', 'The Cure']"
A Salty Salute,Alien Lanes,Guided By Voices,1995-04-04,89066,0,0.271,0.544,0.636,0.000103,0.144,-8.262,0.0304,94.519,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Evil Speakers,Alien Lanes,Guided By Voices,1995-04-04,58506,0,0.22,0.486,0.957,0.0229,0.436,-6.565,0.05,137.643,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Watch Me Jumpstart,Alien Lanes,Guided By Voices,1995-04-04,144133,0,0.442,0.308,0.956,0.00029,0.702,-5.393,0.0644,115.157,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
They're Not Witches,Alien Lanes,Guided By Voices,1995-04-04,51133,0,0.213,0.466,0.42,0.0,0.272,-8.607,0.0315,108.527,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
"As We Go Up, We Go Down",Alien Lanes,Guided By Voices,1995-04-04,97226,0,0.0997,0.389,0.896,0.22,0.0707,-6.179,0.0344,95.301,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
(I Wanna Be A) Dumbcharger,Alien Lanes,Guided By Voices,1995-04-04,73533,0,0.724,0.345,0.932,0.809,0.712,-7.787,0.0415,105.568,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Game Of Pricks,Alien Lanes,Guided By Voices,1995-04-04,93306,0,0.248,0.372,0.966,0.663,0.529,-6.984,0.0729,122.224,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
The Ugly Vision,Alien Lanes,Guided By Voices,1995-04-04,95026,0,0.731,0.441,0.273,0.0356,0.321,-10.365,0.0276,109.212,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
A Good Flying Bird,Alien Lanes,Guided By Voices,1995-04-04,67666,0,0.496,0.161,0.882,0.219,0.613,-7.562,0.0523,163.323,1,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Cigarette Tricks,Alien Lanes,Guided By Voices,1995-04-04,18466,0,0.0162,0.201,0.843,0.784,0.391,-7.844,0.0496,133.36,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Pimple Zoo,Alien Lanes,Guided By Voices,1995-04-04,42800,0,0.223,0.135,0.989,0.00395,0.333,-7.731,0.179,174.017,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Big Chief Chinese Restaurant,Alien Lanes,Guided By Voices,1995-04-04,56733,0,0.248,0.346,0.613,0.0,0.116,-7.725,0.0384,114.836,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Closer You Are,Alien Lanes,Guided By Voices,1995-04-04,116640,0,0.0562,0.316,0.9,7.86e-06,0.359,-6.354,0.0733,136.697,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Auditorium,Alien Lanes,Guided By Voices,1995-04-04,62360,0,0.699,0.287,0.597,0.0,0.908,-7.434,0.0386,112.857,5,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Motor Away,Alien Lanes,Guided By Voices,1995-04-04,126800,0,0.368,0.275,0.881,0.0,0.222,-5.669,0.0553,141.921,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Hit,Alien Lanes,Guided By Voices,1995-04-04,22933,0,0.628,0.308,0.751,0.0104,0.737,-5.588,0.0564,145.908,3,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
My Valuable Hunting Knife,Alien Lanes,Guided By Voices,1995-04-04,120333,0,0.947,0.55,0.851,0.815,0.226,-6.757,0.0325,135.825,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Gold Hick,Alien Lanes,Guided By Voices,1995-04-04,30040,0,0.85,0.308,0.872,0.0,0.314,-6.245,0.077,58.871,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
King And Caroline,Alien Lanes,Guided By Voices,1995-04-04,96000,0,0.117,0.317,0.526,0.0,0.111,-6.984,0.0377,114.775,3,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Striped White Jets,Alien Lanes,Guided By Voices,1995-04-04,135093,0,0.121,0.296,0.794,0.53,0.717,-6.759,0.0408,107.081,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Ex-Supermodel,Alien Lanes,Guided By Voices,1995-04-04,66666,0,0.283,0.0755,0.592,0.814,0.831,-6.096,0.046,78.698,3,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Blimps Go 90,Alien Lanes,Guided By Voices,1995-04-04,100466,0,0.0803,0.388,0.819,1.49e-06,0.336,-6.776,0.0322,119.049,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Strawdogs,Alien Lanes,Guided By Voices,1995-04-04,77506,0,0.518,0.293,0.531,0.813,0.642,-7.482,0.0554,124.597,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Chicken Blows,Alien Lanes,Guided By Voices,1995-04-04,141960,0,0.95,0.307,0.542,0.857,0.149,-8.304,0.0315,64.759,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Little Whirl,Alien Lanes,Guided By Voices,1995-04-04,106906,0,0.848,0.397,0.871,0.87,0.495,-8.123,0.0541,127.013,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
My Son Cool,Alien Lanes,Guided By Voices,1995-04-04,101026,0,0.00147,0.267,0.926,0.0364,0.568,-7.146,0.0554,136.845,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Always Crush Me,Alien Lanes,Guided By Voices,1995-04-04,104800,0,0.887,0.539,0.569,4.03e-05,0.0741,-9.162,0.0391,172.296,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Alright,Alien Lanes,Guided By Voices,1995-04-04,178026,0,0.338,0.0815,0.862,0.843,0.32,-6.279,0.0541,207.334,4,alternative pop,"['Robert Pollard', 'Sebadoh', 'Superchunk', 'Stephen Malkmus', 'Archers Of Loaf']"
Wonder Wonder,Femi Kuti,Femi Kuti,1995-09-28,366000,17,0.218,0.702,0.875,0.00473,0.104,-7.741,0.0352,98.449,4,afrobeat,"['Seun Kuti', 'Mádé Kuti', 'King Sunny Ade', 'Fela Kuti', 'Tony Allen']"
Survival,Femi Kuti,Femi Kuti,1995-09-28,535733,11,0.191,0.606,0.815,0.037,0.154,-7.5,0.0427,172.61,4,afrobeat,"['Seun Kuti', 'Mádé Kuti', 'King Sunny Ade', 'Fela Kuti', 'Tony Allen']"
Frustrations,Femi Kuti,Femi Kuti,1995-09-28,547000,8,0.223,0.626,0.885,0.056,0.132,-8.765,0.0555,97.973,4,afrobeat,"['Seun Kuti', 'Mádé Kuti', 'King Sunny Ade', 'Fela Kuti', 'Tony Allen']"
Nawa - Intro,Femi Kuti,Femi Kuti,1995-09-28,31066,5,0.0551,0.561,0.982,0.77,0.234,-9.727,0.0654,170.381,4,afrobeat,"['Seun Kuti', 'Mádé Kuti', 'King Sunny Ade', 'Fela Kuti', 'Tony Allen']"
Nawa,Femi Kuti,Femi Kuti,1995-09-28,520866,8,0.252,0.707,0.942,0.0178,0.212,-7.747,0.0666,96.386,4,afrobeat,"['Seun Kuti', 'Mádé Kuti', 'King Sunny Ade', 'Fela Kuti', 'Tony Allen']"
Plenty Nonsense,Femi Kuti,Femi Kuti,1995-09-28,572333,9,0.0579,0.766,0.873,0.102,0.125,-7.453,0.0587,101.438,4,afrobeat,"['Seun Kuti', 'Mádé Kuti', 'King Sunny Ade', 'Fela Kuti', 'Tony Allen']"
Stubbor Problems,Femi Kuti,Femi Kuti,1995-09-28,573066,8,0.179,0.547,0.826,0.0146,0.119,-8.734,0.056,153.027,4,afrobeat,"['Seun Kuti', 'Mádé Kuti', 'King Sunny Ade', 'Fela Kuti', 'Tony Allen']"
No Shame,Femi Kuti,Femi Kuti,1995-09-28,389573,5,0.157,0.692,0.739,4.05e-05,0.142,-10.276,0.0968,76.084,4,afrobeat,"['Seun Kuti', 'Mádé Kuti', 'King Sunny Ade', 'Fela Kuti', 'Tony Allen']"
Live For Today,Femi Kuti,Femi Kuti,1995-09-28,537600,4,0.158,0.572,0.747,0.000479,0.0679,-9.388,0.137,147.403,4,afrobeat,"['Seun Kuti', 'Mádé Kuti', 'King Sunny Ade', 'Fela Kuti', 'Tony Allen']"
Changes,Femi Kuti,Femi Kuti,1995-09-28,360226,4,0.0579,0.723,0.912,0.000965,0.173,-8.582,0.0457,116.891,4,afrobeat,"['Seun Kuti', 'Mádé Kuti', 'King Sunny Ade', 'Fela Kuti', 'Tony Allen']"
A New Decade - Remastered 2016,A Northern Soul,The Verve,1995-06-20,253133,20,0.0533,0.293,0.809,7.06e-06,0.136,-6.896,0.0558,126.47,4,britpop,"['Richard Ashcroft', 'Travis', 'Manic Street Preachers', 'Supergrass', 'Blur']"
This Is Music - Remastered 2016,A Northern Soul,The Verve,1995-06-20,215866,20,0.000143,0.273,0.881,0.0,0.153,-5.538,0.0491,141.087,4,britpop,"['Richard Ashcroft', 'Travis', 'Manic Street Preachers', 'Supergrass', 'Blur']"
On Your Own - Remastered 2016,A Northern Soul,The Verve,1995-06-20,213733,21,0.359,0.447,0.711,2.81e-06,0.247,-7.291,0.0237,86.217,4,britpop,"['Richard Ashcroft', 'Travis', 'Manic Street Preachers', 'Supergrass', 'Blur']"
So It Goes - Remastered 2016,A Northern Soul,The Verve,1995-06-20,371240,19,0.00945,0.398,0.635,0.000594,0.0865,-7.427,0.0306,123.462,4,britpop,"['Richard Ashcroft', 'Travis', 'Manic Street Preachers', 'Supergrass', 'Blur']"
A Northern Soul - Remastered 2016,A Northern Soul,The Verve,1995-06-20,392840,18,0.0954,0.383,0.935,0.0,0.204,-4.649,0.0578,122.553,4,britpop,"['Richard Ashcroft', 'Travis', 'Manic Street Preachers', 'Supergrass', 'Blur']"
Brainstorm Interlude - Remastered 2016,A Northern Soul,The Verve,1995-06-20,311386,15,0.189,0.258,0.978,0.000225,0.256,-5.503,0.152,166.489,4,britpop,"['Richard Ashcroft', 'Travis', 'Manic Street Preachers', 'Supergrass', 'Blur']"
Drive You Home - Remastered 2016,A Northern Soul,The Verve,1995-06-20,401546,16,0.759,0.5,0.368,0.172,0.113,-12.666,0.0285,113.936,4,britpop,"['Richard Ashcroft', 'Travis', 'Manic Street Preachers', 'Supergrass', 'Blur']"
History - Remastered 2016,A Northern Soul,The Verve,1995-06-20,326093,22,0.105,0.338,0.638,0.0,0.102,-7.989,0.0332,133.99,4,britpop,"['Richard Ashcroft', 'Travis', 'Manic Street Preachers', 'Supergrass', 'Blur']"
No Knock On My Door - Remastered 2016,A Northern Soul,The Verve,1995-06-20,311493,15,0.159,0.279,0.769,0.709,0.252,-6.574,0.0424,138.537,4,britpop,"['Richard Ashcroft', 'Travis', 'Manic Street Preachers', 'Supergrass', 'Blur']"
Life's An Ocean - Remastered 2016,A Northern Soul,The Verve,1995-06-20,341240,20,0.0421,0.377,0.562,0.00995,0.094,-10.243,0.157,166.889,4,britpop,"['Richard Ashcroft', 'Travis', 'Manic Street Preachers', 'Supergrass', 'Blur']"
Stormy Clouds - Remastered 2016,A Northern Soul,The Verve,1995-06-20,336693,14,0.662,0.343,0.655,1.72e-05,0.115,-9.052,0.048,127.965,4,britpop,"['Richard Ashcroft', 'Travis', 'Manic Street Preachers', 'Supergrass', 'Blur']"
Liquid Swords,Liquid Swords,GZA,1995-11-07,270800,54,0.417,0.798,0.624,1.01e-05,0.34,-7.249,0.391,89.02,4,east coast hip hop,"['Inspectah Deck', 'RZA', 'U-God', 'Masta Killa', 'Cappadonna']"
Duel Of The Iron Mic,Liquid Swords,GZA,1995-11-07,246226,50,0.0807,0.715,0.658,0.0,0.323,-5.232,0.288,91.003,4,east coast hip hop,"['Inspectah Deck', 'RZA', 'U-God', 'Masta Killa', 'Cappadonna']"
Living In The World Today,Liquid Swords,GZA,1995-11-07,263173,48,0.103,0.761,0.674,0.019,0.238,-5.839,0.0576,95.035,4,east coast hip hop,"['Inspectah Deck', 'RZA', 'U-God', 'Masta Killa', 'Cappadonna']"
Gold,Liquid Swords,GZA,1995-11-07,237200,43,0.0147,0.653,0.773,0.0425,0.235,-5.507,0.14,92.024,4,east coast hip hop,"['Inspectah Deck', 'RZA', 'U-God', 'Masta Killa', 'Cappadonna']"
Cold World,Liquid Swords,GZA,1995-11-07,331000,45,0.0976,0.773,0.794,2.89e-05,0.384,-5.486,0.215,90.848,4,east coast hip hop,"['Inspectah Deck', 'RZA', 'U-God', 'Masta Killa', 'Cappadonna']"
Labels,Liquid Swords,GZA,1995-11-07,174226,42,0.139,0.804,0.561,0.0,0.112,-10.965,0.355,93.948,4,east coast hip hop,"['Inspectah Deck', 'RZA', 'U-God', 'Masta Killa', 'Cappadonna']"
4th Chamber,Liquid Swords,GZA,1995-11-07,276967,55,0.0271,0.708,0.447,0.000728,0.102,-6.305,0.0952,89.62,4,east coast hip hop,"['Inspectah Deck', 'RZA', 'U-God', 'Masta Killa', 'Cappadonna']"
Shadowboxin',Liquid Swords,GZA,1995-11-07,209973,61,0.00704,0.704,0.642,1.43e-06,0.161,-10.11,0.39,92.09,4,east coast hip hop,"['Inspectah Deck', 'RZA', 'U-God', 'Masta Killa', 'Cappadonna']"
Hell's Wind Staff / Killah Hills 10304,Liquid Swords,GZA,1995-11-07,308626,41,0.221,0.609,0.695,4.71e-06,0.501,-11.009,0.354,91.894,4,east coast hip hop,"['Inspectah Deck', 'RZA', 'U-God', 'Masta Killa', 'Cappadonna']"
Investigative Reports,Liquid Swords,GZA,1995-11-07,229800,43,0.0702,0.785,0.658,0.00053,0.323,-6.945,0.272,94.004,4,east coast hip hop,"['Inspectah Deck', 'RZA', 'U-God', 'Masta Killa', 'Cappadonna']"
Swordsman,Liquid Swords,GZA,1995-11-07,201066,40,0.677,0.645,0.689,0.000398,0.324,-9.347,0.252,93.137,4,east coast hip hop,"['Inspectah Deck', 'RZA', 'U-God', 'Masta Killa', 'Cappadonna']"
I Gotcha Back,Liquid Swords,GZA,1995-11-07,301000,39,0.19,0.699,0.91,0.00106,0.664,-8.029,0.125,89.074,4,east coast hip hop,"['Inspectah Deck', 'RZA', 'U-God', 'Masta Killa', 'Cappadonna']"
B.I.B.L.E. (Basic Instructions Before Leaving Earth),Liquid Swords,GZA,1995-11-07,272866,45,0.25,0.509,0.816,0.0,0.342,-8.824,0.366,181.804,4,east coast hip hop,"['Inspectah Deck', 'RZA', 'U-God', 'Masta Killa', 'Cappadonna']"
Mis-Shapes,Different Class,Pulp,1995-10-30,226680,46,0.0145,0.32,0.871,0.0,0.4,-6.733,0.0606,147.56,4,alternative rock,"['Suede', 'Jarvis Cocker', 'Supergrass', 'Happy Mondays', 'The Charlatans']"
Pencil Skirt,Different Class,Pulp,1995-10-30,191360,37,0.0309,0.491,0.514,0.00058,0.478,-10.88,0.0355,97.005,4,alternative rock,"['Suede', 'Jarvis Cocker', 'Supergrass', 'Happy Mondays', 'The Charlatans']"
Common People - Full Length Version,Different Class,Pulp,1995-10-30,351626,66,0.0057,0.314,0.797,5.59e-05,0.0718,-9.026,0.038,145.393,4,alternative rock,"['Suede', 'Jarvis Cocker', 'Supergrass', 'Happy Mondays', 'The Charlatans']"
I Spy,Different Class,Pulp,1995-10-30,355240,40,0.00129,0.512,0.864,0.0592,0.0857,-8.14,0.0533,129.917,4,alternative rock,"['Suede', 'Jarvis Cocker', 'Supergrass', 'Happy Mondays', 'The Charlatans']"
Disco 2000,Different Class,Pulp,1995-10-30,273573,63,0.0132,0.565,0.902,0.0,0.0561,-7.579,0.0725,133.11,4,alternative rock,"['Suede', 'Jarvis Cocker', 'Supergrass', 'Happy Mondays', 'The Charlatans']"
Live Bed Show,Different Class,Pulp,1995-10-30,210293,37,0.00418,0.366,0.688,9.69e-06,0.102,-9.059,0.0339,94.589,4,alternative rock,"['Suede', 'Jarvis Cocker', 'Supergrass', 'Happy Mondays', 'The Charlatans']"
Something Changed,Different Class,Pulp,1995-10-30,198573,52,0.0226,0.537,0.675,0.0188,0.355,-8.332,0.0309,120.543,4,alternative rock,"['Suede', 'Jarvis Cocker', 'Supergrass', 'Happy Mondays', 'The Charlatans']"
Sorted For E's & Wizz,Different Class,Pulp,1995-10-30,227826,48,0.272,0.373,0.768,3.14e-06,0.361,-9.39,0.0637,91.785,4,alternative rock,"['Suede', 'Jarvis Cocker', 'Supergrass', 'Happy Mondays', 'The Charlatans']"
F.E.E.L.I.N.G.C.A.L.L.E.D.L.O.V.E.,Different Class,Pulp,1995-10-30,361320,39,0.0139,0.398,0.532,0.0101,0.088,-10.411,0.0437,136.25,4,alternative rock,"['Suede', 'Jarvis Cocker', 'Supergrass', 'Happy Mondays', 'The Charlatans']"
Underwear,Different Class,Pulp,1995-10-30,246186,50,0.0991,0.279,0.627,2.09e-06,0.11,-9.419,0.0323,97.051,4,alternative rock,"['Suede', 'Jarvis Cocker', 'Supergrass', 'Happy Mondays', 'The Charlatans']"
Monday Morning,Different Class,Pulp,1995-10-30,258560,37,0.000508,0.353,0.702,0.0752,0.0684,-7.95,0.0389,147.314,4,alternative rock,"['Suede', 'Jarvis Cocker', 'Supergrass', 'Happy Mondays', 'The Charlatans']"
Bar Italia,Different Class,Pulp,1995-10-30,224146,43,0.4,0.401,0.54,2.07e-05,0.132,-7.889,0.0459,123.892,3,alternative rock,"['Suede', 'Jarvis Cocker', 'Supergrass', 'Happy Mondays', 'The Charlatans']"
Release the Pressure,Leftism,Leftfield,1995,459693,41,0.0517,0.753,0.653,0.438,0.289,-14.414,0.0608,109.996,4,big beat,"['Orbital', 'The Future Sound Of London', 'The Orb', 'Fluke', '808 State']"
Afro Left - Remastered,Leftism,Leftfield,1995,452533,38,0.0442,0.76,0.803,0.574,0.192,-13.356,0.049,129.986,4,big beat,"['Orbital', 'The Future Sound Of London', 'The Orb', 'Fluke', '808 State']"
Melt - Remastered,Leftism,Leftfield,1995,312333,41,0.735,0.568,0.306,0.917,0.089,-16.068,0.0491,170.079,4,big beat,"['Orbital', 'The Future Sound Of London', 'The Orb', 'Fluke', '808 State']"
Song of Life - Remastered,Leftism,Leftfield,1995,423040,35,0.0488,0.71,0.591,0.851,0.12,-13.411,0.0423,129.866,4,big beat,"['Orbital', 'The Future Sound Of London', 'The Orb', 'Fluke', '808 State']"
Original - Remastered,Leftism,Leftfield,1995,382360,46,0.00817,0.61,0.853,0.0524,0.0931,-11.853,0.082,171.983,4,big beat,"['Orbital', 'The Future Sound Of London', 'The Orb', 'Fluke', '808 State']"
Black Flute - Remastered,Leftism,Leftfield,1995,226106,29,0.000198,0.557,0.908,0.925,0.144,-13.216,0.0469,135.995,4,big beat,"['Orbital', 'The Future Sound Of London', 'The Orb', 'Fluke', '808 State']"
Space Shanty - Remastered,Leftism,Leftfield,1995,434226,32,0.03,0.608,0.777,0.784,0.136,-12.715,0.0384,135.029,4,big beat,"['Orbital', 'The Future Sound Of London', 'The Orb', 'Fluke', '808 State']"
Inspection (Check One) - Remastered,Leftism,Leftfield,1995,389200,38,0.00291,0.708,0.569,0.608,0.366,-13.953,0.0543,99.992,4,big beat,"['Orbital', 'The Future Sound Of London', 'The Orb', 'Fluke', '808 State']"
Storm 3000 - Remastered,Leftism,Leftfield,1995,344106,31,0.00191,0.661,0.78,0.325,0.252,-11.138,0.0524,140.016,4,big beat,"['Orbital', 'The Future Sound Of London', 'The Orb', 'Fluke', '808 State']"
Open Up - Remastered,Leftism,Leftfield,1995,411466,42,0.000145,0.382,0.758,0.155,0.114,-10.838,0.0382,125.62,4,big beat,"['Orbital', 'The Future Sound Of London', 'The Orb', 'Fluke', '808 State']"
21st Century Poem - Remastered,Leftism,Leftfield,1995,345760,25,0.334,0.154,0.317,0.831,0.374,-20.461,0.0481,93.374,4,big beat,"['Orbital', 'The Future Sound Of London', 'The Orb', 'Fluke', '808 State']"
Brown Sugar,Brown Sugar,D'Angelo,1995-07-03,262893,57,0.529,0.717,0.486,0.0318,0.102,-8.342,0.169,83.077,4,indie soul,"['Bilal', 'Raphael Saadiq', 'Musiq Soulchild', 'Maxwell', 'Jill Scott']"
Alright,Brown Sugar,D'Angelo,1995-07-03,313533,39,0.429,0.639,0.473,0.0247,0.0904,-11.924,0.0917,81.944,4,indie soul,"['Bilal', 'Raphael Saadiq', 'Musiq Soulchild', 'Maxwell', 'Jill Scott']"
Jonz In My Bonz,Brown Sugar,D'Angelo,1995-07-03,356000,37,0.465,0.796,0.408,0.0916,0.0993,-12.268,0.23,86.854,4,indie soul,"['Bilal', 'Raphael Saadiq', 'Musiq Soulchild', 'Maxwell', 'Jill Scott']"
Me And Those Dreamin' Eyes Of Mine,Brown Sugar,D'Angelo,1995-07-03,286800,44,0.7,0.512,0.401,0.000143,0.11,-10.695,0.217,83.339,4,indie soul,"['Bilal', 'Raphael Saadiq', 'Musiq Soulchild', 'Maxwell', 'Jill Scott']"
"Shit, Damn, Motherfucker",Brown Sugar,D'Angelo,1995-07-03,314165,39,0.342,0.804,0.236,0.6,0.0682,-12.599,0.0994,80.973,4,indie soul,"['Bilal', 'Raphael Saadiq', 'Musiq Soulchild', 'Maxwell', 'Jill Scott']"
Smooth,Brown Sugar,D'Angelo,1995-07-03,259366,38,0.211,0.71,0.552,0.00105,0.0905,-10.223,0.14,88.963,4,indie soul,"['Bilal', 'Raphael Saadiq', 'Musiq Soulchild', 'Maxwell', 'Jill Scott']"
Cruisin',Brown Sugar,D'Angelo,1995-07-03,384666,54,0.38,0.373,0.525,0.000454,0.0816,-12.728,0.169,74.764,4,indie soul,"['Bilal', 'Raphael Saadiq', 'Musiq Soulchild', 'Maxwell', 'Jill Scott']"
When We Get By,Brown Sugar,D'Angelo,1995-07-03,344893,46,0.103,0.763,0.407,0.419,0.0532,-11.514,0.0342,108.891,4,indie soul,"['Bilal', 'Raphael Saadiq', 'Musiq Soulchild', 'Maxwell', 'Jill Scott']"
Lady,Brown Sugar,D'Angelo,1995-07-03,346266,58,0.14,0.815,0.365,0.0258,0.121,-11.835,0.0875,84.9,4,indie soul,"['Bilal', 'Raphael Saadiq', 'Musiq Soulchild', 'Maxwell', 'Jill Scott']"
Higher,Brown Sugar,D'Angelo,1995-07-03,327733,38,0.456,0.411,0.399,3.42e-05,0.209,-12.483,0.337,68.003,4,indie soul,"['Bilal', 'Raphael Saadiq', 'Musiq Soulchild', 'Maxwell', 'Jill Scott']"
Hello,(What's the Story) Morning Glory?,Oasis,1995-10-02,202773,0,0.000312,0.343,0.955,0.0275,0.17,-3.652,0.1,132.401,4,beatlesque,"['Liam Gallagher', 'The Verve', ""Noel Gallagher's High Flying Birds"", 'Blur', 'The Stone Roses']"
